op name, kernel name, exec duration (ms), t_since_start_ms, tensor_bytes, rss_kb, global size, local size, output size
Vcur-26 (view),VIEW,0.000261,1467.988646,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_v_l26 (view),SET_ROWS,0.012760,1468.008489,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-26 (view),VIEW,0.005208,1468.018177,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-26 (view) (permuted),PERMUTE,0.015937,1468.038281,8192,5698600,128x1x16x1,0x0x0,128x1x16x1
cache_k_l26 (view),VIEW,0.001927,1468.044583,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_k_l26 (view) (permuted),PERMUTE,0.016354,1468.064791,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
cache_v_l26 (view),VIEW,0.000678,1468.069844,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_v_l26 (view) (permuted),PERMUTE,0.007760,1468.081406,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
node_935,FLASH_ATTN_EXT,0.024010,1468.109687,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
kqv_out-26,RESHAPE,0.000364,1468.114062,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
node_937,MUL_MAT,0.124531,1468.242291,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_inp-26,ADD,0.001302,1468.248281,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-26,RMS_NORM,0.003229,1468.255156,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_norm-26,MUL,0.001406,1468.260052,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_gate-26,MUL_MAT,0.172239,1468.435937,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_up-26,MUL_MAT,0.185677,1468.626146,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_swiglu-26,GLU,0.004323,1468.634948,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_out-26,MUL_MAT,0.163958,1468.802864,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
l_out-26,ADD,0.001511,1468.808646,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-27,RMS_NORM,0.003437,1468.815781,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
attn_norm-27,MUL,0.001614,1468.821041,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-27,MUL_MAT,0.065625,1468.890364,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-27,RESHAPE,0.000313,1468.894948,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
norm-27,RMS_NORM,0.058125,1468.957083,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur_normed-27,MUL,0.001771,1468.963125,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-27,ROPE,0.002188,1468.968854,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Vcur-27,MUL_MAT,0.034166,1469.006666,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Vcur-27,RESHAPE,0.000313,1469.011250,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-27,MUL_MAT,0.090468,1469.105416,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Kcur-27,RESHAPE,0.000468,1469.110312,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
norm-27,RMS_NORM,0.058386,1469.172396,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur_normed-27,MUL,0.001407,1469.178073,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-27,ROPE,0.001979,1469.183698,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-27 (view),VIEW,0.000261,1469.187552,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_k_l27 (view),SET_ROWS,0.024375,1469.215625,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-27 (view),VIEW,0.000312,1469.220208,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_v_l27 (view),SET_ROWS,0.012552,1469.236406,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-27 (view),VIEW,0.004375,1469.245156,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-27 (view) (permuted),PERMUTE,0.015520,1469.264739,8192,5698600,128x1x16x1,0x0x0,128x1x16x1
cache_k_l27 (view),VIEW,0.000261,1469.269271,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_k_l27 (view) (permuted),PERMUTE,0.012864,1469.285885,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
cache_v_l27 (view),VIEW,0.000938,1469.291146,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_v_l27 (view) (permuted),PERMUTE,0.012500,1469.307396,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
node_970,FLASH_ATTN_EXT,0.037917,1469.349531,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
kqv_out-27,RESHAPE,0.000312,1469.354010,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
node_972,MUL_MAT,0.121459,1469.479219,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
node_973,GET_ROWS,0.001041,1469.484739,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
node_974,GET_ROWS,0.024271,1469.512812,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_inp-27,ADD,0.029115,1469.546354,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-27,RMS_NORM,0.003229,1469.553385,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_norm-27,MUL,0.001458,1469.561458,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_gate-27,MUL_MAT,0.162448,1469.727760,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_up-27,MUL_MAT,0.171198,1469.903229,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_swiglu-27,GLU,0.004532,1469.912396,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_out-27,MUL_MAT,0.168438,1470.085000,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
l_out-27,ADD,0.001458,1470.090833,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm,RMS_NORM,0.003125,1470.097812,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
result_norm,MUL,0.001615,1470.103073,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
result_output,MUL_MAT,5.025105,1475.131771,607744,5698600,151936x1x1x1,0x0x0,151936x1x1x1
embd,GET_ROWS,0.002188,1475.461146,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-0,RMS_NORM,0.312135,1475.779114,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
attn_norm-0,MUL,0.001667,1475.785521,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-0,MUL_MAT,0.055625,1475.844844,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-0,RESHAPE,0.000313,1475.849479,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
norm-0,RMS_NORM,0.106458,1475.959791,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur_normed-0,MUL,0.001823,1475.966458,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-0,ROPE,0.002552,1475.972656,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Vcur-0,MUL_MAT,0.034792,1476.011198,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Vcur-0,RESHAPE,0.000469,1476.015729,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-0,MUL_MAT,0.126771,1476.146302,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Kcur-0,RESHAPE,0.000469,1476.151146,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
norm-0,RMS_NORM,0.057968,1476.212864,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur_normed-0,MUL,0.001406,1476.218750,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-0,ROPE,0.001979,1476.224479,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-0 (view),VIEW,0.000416,1476.228541,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_k_l0 (view),SET_ROWS,0.024375,1476.256719,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-0 (view),VIEW,0.000312,1476.261562,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_v_l0 (view),SET_ROWS,0.013542,1476.278750,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-0 (view),VIEW,0.000469,1476.283594,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-0 (view) (permuted),PERMUTE,0.012032,1476.299323,8192,5698600,128x1x16x1,0x0x0,128x1x16x1
cache_k_l0 (view),VIEW,0.000260,1476.303854,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_k_l0 (view) (permuted),PERMUTE,0.000625,1476.308229,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
cache_v_l0 (view),VIEW,0.007552,1476.319427,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_v_l0 (view) (permuted),PERMUTE,0.000312,1476.323906,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
node_25,FLASH_ATTN_EXT,0.051458,1476.378958,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
kqv_out-0,RESHAPE,0.000417,1476.383802,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
node_27,MUL_MAT,0.112865,1476.500469,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_inp-0,ADD,0.001875,1476.506979,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-0,RMS_NORM,0.003177,1476.513906,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_norm-0,MUL,0.033958,1476.551458,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_gate-0,MUL_MAT,0.167344,1476.743854,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_up-0,MUL_MAT,0.166979,1476.915312,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_swiglu-0,GLU,0.004271,1476.923906,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_out-0,MUL_MAT,0.207448,1477.135312,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
l_out-0,ADD,0.001458,1477.141510,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-1,RMS_NORM,0.003386,1477.148646,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
attn_norm-1,MUL,0.001615,1477.153906,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-1,MUL_MAT,0.055989,1477.213541,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-1,RESHAPE,0.000313,1477.218125,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
norm-1,RMS_NORM,0.058542,1477.280573,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur_normed-1,MUL,0.001875,1477.294739,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-1,ROPE,0.002395,1477.300989,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Vcur-1,MUL_MAT,0.034323,1477.339010,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Vcur-1,RESHAPE,0.000313,1477.343594,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-1,MUL_MAT,0.337344,1477.684635,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Kcur-1,RESHAPE,0.000312,1477.689583,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
norm-1,RMS_NORM,0.258021,1477.951406,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur_normed-1,MUL,0.001979,1477.957708,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-1,ROPE,0.001927,1477.963281,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-1 (view),VIEW,0.000312,1477.967187,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_k_l1 (view),SET_ROWS,0.026406,1477.997291,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-1 (view),VIEW,0.000260,1478.001979,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_v_l1 (view),SET_ROWS,0.012396,1478.018125,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-1 (view),VIEW,0.000521,1478.022969,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-1 (view) (permuted),PERMUTE,0.009271,1478.035833,8192,5698600,128x1x16x1,0x0x0,128x1x16x1
cache_k_l1 (view),VIEW,0.000312,1478.040312,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_k_l1 (view) (permuted),PERMUTE,0.007448,1478.051614,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
cache_v_l1 (view),VIEW,0.000261,1478.056094,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_v_l1 (view) (permuted),PERMUTE,0.011198,1478.071146,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
node_60,FLASH_ATTN_EXT,0.027604,1478.102916,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
kqv_out-1,RESHAPE,0.000312,1478.107291,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
node_62,MUL_MAT,0.155782,1478.266823,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_inp-1,ADD,0.001458,1478.272708,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-1,RMS_NORM,0.003281,1478.279791,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_norm-1,MUL,0.001459,1478.284896,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_gate-1,MUL_MAT,0.162604,1478.451198,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_up-1,MUL_MAT,0.162083,1478.617760,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_swiglu-1,GLU,0.004428,1478.626719,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_out-1,MUL_MAT,0.212813,1478.843594,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
l_out-1,ADD,0.001354,1478.849531,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-2,RMS_NORM,0.003333,1478.856562,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
attn_norm-2,MUL,0.001406,1478.861666,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-2,MUL_MAT,0.055521,1478.920833,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-2,RESHAPE,0.000417,1478.925677,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
norm-2,RMS_NORM,0.057969,1478.987708,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur_normed-2,MUL,0.001823,1478.993958,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-2,ROPE,0.002292,1478.999948,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Vcur-2,MUL_MAT,0.034323,1479.037864,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Vcur-2,RESHAPE,0.000261,1479.042344,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-2,MUL_MAT,0.088437,1479.134531,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Kcur-2,RESHAPE,0.000313,1479.139323,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
norm-2,RMS_NORM,0.056406,1479.199531,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur_normed-2,MUL,0.001458,1479.205312,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-2,ROPE,0.002084,1479.211094,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-2 (view),VIEW,0.000469,1479.215208,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_k_l2 (view),SET_ROWS,0.020833,1479.239635,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-2 (view),VIEW,0.000313,1479.244219,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_v_l2 (view),SET_ROWS,0.014531,1479.262500,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-2 (view),VIEW,0.000260,1479.267291,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-2 (view) (permuted),PERMUTE,0.013646,1479.284687,8192,5698600,128x1x16x1,0x0x0,128x1x16x1
cache_k_l2 (view),VIEW,0.000313,1479.289323,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_k_l2 (view) (permuted),PERMUTE,0.013438,1479.310625,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
cache_v_l2 (view),VIEW,0.000469,1479.315469,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_v_l2 (view) (permuted),PERMUTE,0.013282,1479.332448,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
node_95,FLASH_ATTN_EXT,0.037604,1479.374323,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
kqv_out-2,RESHAPE,0.000313,1479.378750,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
node_97,MUL_MAT,0.121302,1479.503854,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_inp-2,ADD,0.001458,1479.509791,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-2,RMS_NORM,0.003230,1479.516719,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_norm-2,MUL,0.001407,1479.521823,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_gate-2,MUL_MAT,0.172395,1479.697916,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_up-2,MUL_MAT,0.162084,1479.864375,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_swiglu-2,GLU,0.004583,1479.873281,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_out-2,MUL_MAT,0.211719,1480.088958,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
l_out-2,ADD,0.001354,1480.095104,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-3,RMS_NORM,0.003385,1480.102187,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
attn_norm-3,MUL,0.001406,1480.107291,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-3,MUL_MAT,0.065208,1480.176041,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-3,RESHAPE,0.000365,1480.180573,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
norm-3,RMS_NORM,0.112031,1480.296406,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur_normed-3,MUL,0.002031,1480.302864,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-3,ROPE,0.002188,1480.308750,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Vcur-3,MUL_MAT,0.034271,1480.346719,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Vcur-3,RESHAPE,0.000417,1480.351354,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-3,MUL_MAT,0.109583,1480.464687,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Kcur-3,RESHAPE,0.000313,1480.469427,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
norm-3,RMS_NORM,0.057552,1480.530677,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur_normed-3,MUL,0.001458,1480.536406,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-3,ROPE,0.001875,1480.541927,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-3 (view),VIEW,0.000312,1480.545833,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_k_l3 (view),SET_ROWS,0.055260,1480.604791,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-3 (view),VIEW,0.000313,1480.609844,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_v_l3 (view),SET_ROWS,0.008281,1480.621614,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-3 (view),VIEW,0.000313,1480.626146,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-3 (view) (permuted),PERMUTE,0.013281,1480.643385,8192,5698600,128x1x16x1,0x0x0,128x1x16x1
cache_k_l3 (view),VIEW,0.001719,1480.649323,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_k_l3 (view) (permuted),PERMUTE,0.014271,1480.667552,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
cache_v_l3 (view),VIEW,0.009739,1480.681562,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_v_l3 (view) (permuted),PERMUTE,0.000312,1480.686041,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
node_130,FLASH_ATTN_EXT,0.040573,1480.730469,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
kqv_out-3,RESHAPE,0.000312,1480.735156,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
node_132,MUL_MAT,0.113438,1480.852396,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_inp-3,ADD,0.001406,1480.858281,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-3,RMS_NORM,0.003229,1480.865260,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_norm-3,MUL,0.001510,1480.870416,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_gate-3,MUL_MAT,0.171146,1481.045260,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_up-3,MUL_MAT,0.162188,1481.211927,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_swiglu-3,GLU,0.004375,1481.220781,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_out-3,MUL_MAT,0.160000,1481.384791,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
l_out-3,ADD,0.001354,1481.390729,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-4,RMS_NORM,0.003646,1481.402344,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
attn_norm-4,MUL,0.001459,1481.407969,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-4,MUL_MAT,0.064740,1481.476250,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-4,RESHAPE,0.000364,1481.480885,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
norm-4,RMS_NORM,0.075156,1481.560052,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur_normed-4,MUL,0.001979,1481.566458,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-4,ROPE,0.002083,1481.572239,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Vcur-4,MUL_MAT,0.041823,1481.617656,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Vcur-4,RESHAPE,0.000312,1481.622239,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-4,MUL_MAT,0.087604,1481.713541,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Kcur-4,RESHAPE,0.000469,1481.718646,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
norm-4,RMS_NORM,0.065000,1481.787396,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur_normed-4,MUL,0.001406,1481.793177,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-4,ROPE,0.001875,1481.798646,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-4 (view),VIEW,0.000313,1481.802500,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_k_l4 (view),SET_ROWS,0.024583,1481.830781,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-4 (view),VIEW,0.000313,1481.835573,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
cache_v_l4 (view),SET_ROWS,0.012760,1481.852031,83886080,5698600,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-4 (view),VIEW,0.009479,1481.865885,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-4 (view) (permuted),PERMUTE,0.012031,1481.881979,8192,5698600,128x1x16x1,0x0x0,128x1x16x1
cache_k_l4 (view),VIEW,0.000260,1481.886666,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_k_l4 (view) (permuted),PERMUTE,0.010312,1481.900885,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
cache_v_l4 (view),VIEW,0.000312,1481.905416,524288,5698600,128x8x256x1,0x0x0,128x8x256x1
cache_v_l4 (view) (permuted),PERMUTE,0.007553,1481.916719,524288,5698600,128x256x8x1,0x0x0,128x256x8x1
node_165,FLASH_ATTN_EXT,0.015625,1481.936562,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
kqv_out-4,RESHAPE,0.000312,1481.941041,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
node_167,MUL_MAT,0.110000,1482.054635,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_inp-4,ADD,0.001407,1482.060521,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-4,RMS_NORM,0.003229,1482.067552,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_norm-4,MUL,0.001510,1482.072708,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
ffn_gate-4,MUL_MAT,0.171354,1482.247708,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_up-4,MUL_MAT,0.171562,1482.423906,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_swiglu-4,GLU,0.004219,1482.432552,24576,5698600,6144x1x1x1,0x0x0,6144x1x1x1
ffn_out-4,MUL_MAT,0.158802,1482.595260,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
l_out-4,ADD,0.001354,1482.600937,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
norm-5,RMS_NORM,0.003438,1482.607969,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
attn_norm-5,MUL,0.001459,1482.613021,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-5,MUL_MAT,0.054532,1482.671094,8192,5698600,2048x1x1x1,0x0x0,2048x1x1x1
Qcur-5,RESHAPE,0.000469,1482.675885,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
norm-5,RMS_NORM,0.093177,1482.772864,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur_normed-5,MUL,0.013803,1482.791094,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Qcur-5,ROPE,0.019010,1482.813854,8192,5698600,128x16x1x1,0x0x0,128x16x1x1
Vcur-5,MUL_MAT,0.042813,1482.860469,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Vcur-5,RESHAPE,0.000313,1482.865052,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
Kcur-5,MUL_MAT,1.583698,1484.452500,4096,5698600,1024x1x1x1,0x0x0,1024x1x1x1
Kcur-5,RESHAPE,0.000469,1484.457500,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
norm-5,RMS_NORM,0.063125,1484.524375,4096,5698600,128x8x1x1,0x0x0,128x8x1x1
